tweet_id,tweet_link,author_name,author_handle,text,timestamp,likes,retweets,replies,image_urls,is_reply,reply_to,conversation_id
1911083802983616894,https://x.com/SatyaS65704764/status/1911083802983616894,Satya,@SatyaS65704764,"Order cancelled, refund not received. Shared details with Blinkit, on DM and there is no response. Paytm also silent.

Will escalate to Consumer Forum if not resolved ASAP  @Paytmcare   @letsblinkit",2025-04-12T15:47:39.000Z,0,1,3,,False,,
1911438557454991519,https://x.com/sainiajay/status/1911438557454991519,Ajay Saini,@sainiajay,"@letsblinkit   @zomatocare   @blinkitcares   @zomato  , I have not received the refund amount can you pls check and confirm the same.",2025-04-13T15:17:19.000Z,1,0,1,https://pbs.twimg.com/media/GobLNuMWgAAnL6l?format=jpg&name=900x900,False,,
1911433769027842380,https://x.com/ParulSh17127297/status/1911433769027842380,Parul Sharma,@ParulSh17127297,@letsblinkit   @blinkitcares  its been almost a month that i have changed the adress and your blinkit always pick the old address and location...sometimes your executive delivers on the same address without problem and sometimes they want a big tip for the same.this is not acceptble,2025-04-13T14:58:17.000Z,0,0,2,,False,,
1910996756654866639,https://x.com/sujits2310/status/1910996756654866639,Sujit Sarkar,@sujits2310,"@albinder 
 @letsblinkit  is a shady business.

Ordered an item worth ~1k, product was defective. I asked for exchange or return. Customer Exec. “lalita” said return is initiated & amount will be refunded to src. account. Instead a promo code is generated. Why??

 @jagograhakjago",2025-04-12T10:01:46.000Z,1,1,2,https://pbs.twimg.com/media/GoU5aqUWkAEnKZ_?format=jpg&name=small,False,,
1911341567568118151,https://x.com/sujits2310/status/1911341567568118151,Sujit Sarkar,@sujits2310,"Thank you,  but i don’t have extra time to waste.",2025-04-13T08:51:55.000Z,0,0,3,,False,,
1911338515478020491,https://x.com/pranayvira/status/1911338515478020491,Pranay Vira,@pranayvira,@letsblinkit  did not get any update on this.,2025-04-13T08:39:47.000Z,0,0,3,https://pbs.twimg.com/media/GoZwQCcXMAEbKUH?format=jpg&name=900x900,False,,
1910753780401856826,https://x.com/fuzail_arqam/status/1910753780401856826,syedfuzail,@fuzail_arqam,"""Blinkit is playing with our lives! I received expired curd & milk what if I had consumed it and ended up in the hospital? A refund is NOT a solution. This is serious negligence. Who will be held accountable? @letsblinkit   #FoodSafety   #shameonblinkit",2025-04-11T17:56:15.000Z,0,0,4,,False,,
1910977415729336667,https://x.com/ibharattariyal/status/1910977415729336667,Bharat Tariyal,@ibharattariyal,"@letsblinkit  please update on my order, money has been deducted however same is not delivered also not showing in my order history.",2025-04-12T08:44:54.000Z,0,0,3,https://pbs.twimg.com/media/GoUnjJiXoAACnlw?format=jpg&name=900x900,False,,
1911385980201730115,https://x.com/ibharattariyal/status/1911385980201730115,Bharat Tariyal,@ibharattariyal,"Which information you requested previously sir ??

You please keep the money and have great business ahead  & now don't message me please",2025-04-13T11:48:24.000Z,0,0,2,,False,,
1910749972594598115,https://x.com/Piyush7320/status/1910749972594598115,Piyush Aggarwal,@Piyush7320,Tumhare bande ki hi tarah tum bhi late ho bhai,2025-04-11T17:41:08.000Z,0,0,4,,False,,
1910957159879233782,https://x.com/vasundhra/status/1910957159879233782,Vasundhra Aggarwal,@vasundhra,@letsblinkit  need support with double payment issue,2025-04-12T07:24:25.000Z,0,0,3,,False,,
1910720970966573159,https://x.com/vaishna04284691/status/1910720970966573159,vaishnavi srivastava,@vaishna04284691,"@letsblinkit  I ordered few items today from Lucknow, somehow only 1 product order went to faraway branch, the delivery boy called and asked to cancel it ,I needed that so I refused, somehow he came but he talked and behaved so rudely. Look into it .",2025-04-11T15:45:53.000Z,0,0,4,,False,,
1910664931525202014,https://x.com/rockker77/status/1910664931525202014,Sandy Ray,@rockker77,"@letsblinkit  , what a strategy to increase your revenue..First mark the order as delivered without delivery. Then inform customer that few items are out of stock so refund that amount (wjich by yhe way comes in 3-5 business day). They will receiver few items.",2025-04-11T12:03:12.000Z,0,0,1,,False,,
1910664933957685661,https://x.com/rockker77/status/1910664933957685661,Sandy Ray,@rockker77,Now customer has to place order again so now  @letsblinkit   got an opportunity to earn again with new order. Hatsoff to great strategy for increasing revenue...,2025-04-11T12:03:13.000Z,0,0,4,,False,,
1910952576209559945,https://x.com/ShreyanshD1383/status/1910952576209559945,Shreyansh Daga,@ShreyanshD1383,@letsblinkit  You Guys don't check and sell items and later on when we try contacting regarding the default you people don't Answer only...What Kind of Business you are doing where you are not following any ethics,2025-04-12T07:06:12.000Z,0,0,3,,False,,
1910948897498804245,https://x.com/Ankurgrover17/status/1910948897498804245,Ankur grover,@Ankurgrover17,@letsblinkit  hello amount was deducted but no order placed try support in app but I think it’s the worst support system with only 2 options. Kindly refund the amount,2025-04-12T06:51:35.000Z,0,0,4,,False,,
1911436338340978782,https://x.com/sainiajay/status/1911436338340978782,Ajay Saini,@sainiajay,"@letsblinkit  : Hello Team, one order was made on 29 march, unfortunately due some issue production was faulty and it returned back but haven't received any refund yet.",2025-04-13T15:08:30.000Z,0,0,1,,False,,
1910741078040342568,https://x.com/VarunBhat22/status/1910741078040342568,Varun Anand Bhat,@VarunBhat22,"Blinkit in Mira Road is delivering dirty & expired food items!

I ordered a packet of buttermilk from  @letsblinkit  today and you can see the condition of the product and also check the use-by date in the images below. Now, I complained, and Blinkit gave me a promo code worth Rs.",2025-04-11T17:05:47.000Z,17,10,7,https://pbs.twimg.com/media/GoRPvGLXQAAQJgG?format=jpg&name=small|https://pbs.twimg.com/media/GoRPxs4XoAA5X__?format=jpg&name=360x360,False,,
1911072668876517715,https://x.com/VarunBhat22/status/1911072668876517715,Varun Anand Bhat,@VarunBhat22,You never asked for any information. Stop lying lol!,2025-04-12T15:03:24.000Z,0,0,3,,False,,
1910659491277791618,https://x.com/montysally/status/1910659491277791618,montysally,@montysally,@letsblinkit   scam or not. You order the first time it shows payment failed but amount is deducted you order again it shows payment through.  You get  2 items delivered and tip twice. My last buy sorry.,2025-04-11T11:41:35.000Z,0,0,4,,False,,
1911094070841160006,https://x.com/imalwayskhush/status/1911094070841160006,Shital,@imalwayskhush,Number DMed but no call,2025-04-12T16:28:27.000Z,0,0,2,,False,,
1910936891211542997,https://x.com/uncanny_piscean/status/1910936891211542997,Uncanny,@uncanny_piscean,"There are so many complaints with the quality of food  @letsblinkit  is delivering all across India
 @fssaiindia",2025-04-12T06:03:53.000Z,1,0,4,,False,,
1911423874962464958,https://x.com/UtsawKumar46926/status/1911423874962464958,Utsaw Kumar,@UtsawKumar46926,"@letsblinkit  I purchased goldmedal table fan but the fan I recieved shows shristi company name mentioned on it.
Is this some sort of scam ???",2025-04-13T14:18:58.000Z,0,0,1,,False,,
1910932051403976943,https://x.com/priyuagarwal/status/1910932051403976943,Priya Agarwal,@priyuagarwal,"Ordered a Bajaj fan from  @letsblinkit , which showed a 7-day return policy. When I reached out for help, support refused and told me to contact Bajaj. Agent (Indresh) ended the chat mid-convo. Shocked by Blinkit’s zero accountability. Won’t be ordering again.",2025-04-12T05:44:39.000Z,0,0,3,,False,,
1910418726341742680,https://x.com/stoh_ner_/status/1910418726341742680,Himanshu Mishra,@stoh_ner_,@letsblinkit  delivery partner not assigned since 30 minutes now,2025-04-10T19:44:52.000Z,0,0,5,https://pbs.twimg.com/media/GoMrsujWoAASKXW?format=jpg&name=small,False,,
1911326339132518762,https://x.com/stoh_ner_/status/1911326339132518762,Himanshu Mishra,@stoh_ner_,I got expired sweet box.,2025-04-13T07:51:24.000Z,0,0,2,,False,,
1910929369251323959,https://x.com/dr_ajitsolanky/status/1910929369251323959,OncoBae,@dr_ajitsolanky,Same with water melon,2025-04-12T05:33:59.000Z,0,0,3,,False,,
1911034576668962825,https://x.com/supreetshukla/status/1911034576668962825,Supreet Shukla,@supreetshukla,"@letsblinkit  

Money got deducted and order was cancelled. Didn't receive the money back yet.",2025-04-12T12:32:03.000Z,0,0,3,,False,,
1910644381716971660,https://x.com/Geetikaa_sodhi/status/1910644381716971660,Geetika,@Geetikaa_sodhi,"@letsblinkit  
All these three orders milk was curdled and spoiled (दूध फटा हुआ था ) disappointed
 
ORD445906387 today
ORD157256850 yesterday 
ORD572114325 day before",2025-04-11T10:41:33.000Z,0,0,1,,False,,
1910654262578704544,https://x.com/Geetikaa_sodhi/status/1910654262578704544,Geetika,@Geetikaa_sodhi,@letsblinkit  have you lost your mind. Spoiled milk ki photo kaise bhejun. Fata hua dudh uski foto kya hoti hai bhai?? Sambhal ke thode rakha jata hai?,2025-04-11T11:20:49.000Z,0,0,4,,False,,
1910923278895505437,https://x.com/GRUBBHOUSE77/status/1910923278895505437,GRUBBHOUSE,@GRUBBHOUSE77,"They have become a nuisance. Quality checks at store level is missing. Worst part is inventory management. One should visit any of these stores, hygiene is missing & the way matetials & goods are handled feels like a sorry state of affairs...",2025-04-12T05:09:47.000Z,0,0,4,,False,,
1911290680963408182,https://x.com/ibharattariyal/status/1911290680963408182,Bharat Tariyal,@ibharattariyal,What information is required from me?,2025-04-13T05:29:43.000Z,0,0,2,,False,,
1911019713775173890,https://x.com/chandramauli89/status/1911019713775173890,chandramauli,@chandramauli89,@letsblinkit  fed up with more payment failure with blink it whenever i tried paying online payment deducted but item not processed and there is not proper cuatomer grivaamce rederessal mechanism,2025-04-12T11:32:59.000Z,0,0,4,,False,,
1910386961585414602,https://x.com/harsh_5758/status/1910386961585414602,HARSH,@harsh_5758,"Hey  @letsblinkit ,
As per your own info (screenshot 1), orders above ₹199 should have no delivery charges, right?
But my order worth ₹219 (screenshot 2) was still charged a delivery fee.
What’s going on here? Please clarify.
 #Blinkit   #CustomerSupport",2025-04-10T17:38:39.000Z,0,0,2,https://pbs.twimg.com/media/GoMOztyXQAAFFWa?format=jpg&name=small|https://pbs.twimg.com/media/GoMOz0BW8AAmVIb?format=jpg&name=small,False,,
1910955690580926528,https://x.com/Aja99442371/status/1910955690580926528,Ajay Dubey,@Aja99442371,Poor service no customer support,2025-04-12T07:18:35.000Z,0,0,3,,False,,
1910906593337634818,https://x.com/brahminvic85782/status/1910906593337634818,Brahminvicky,@brahminvic85782,@letsblinkit  Just ordered a while back. Where i paid the delivery guy thru UPI and over it paid 100 cash mistakenly. Please refund my 100 bucks,2025-04-12T04:03:29.000Z,0,0,4,https://pbs.twimg.com/media/GoTnacQWIAAfmcd?format=jpg&name=small,False,,
1910637229187199208,https://x.com/SachinAquarian/status/1910637229187199208,Sachin N,@SachinAquarian,@letsblinkit  Useless delivery app. Wasted my entire order & there is no phone number to call. A stupid robotic chat which is the most useless thing I have ever seen in my life.  @albinder  I so wish you know how disgusting & unprofessional you guys are. Shameful.,2025-04-11T10:13:08.000Z,1,0,4,,False,,
1910891020096520483,https://x.com/Prasadwwcp/status/1910891020096520483,Prasad,@Prasadwwcp,@letsblinkit  such a worst service ever seen. I ordered ashwagandha tablets in blinkit and it took more than 30minutes to get the product delivered. Such a negligent and rube behaviour on talking with customer care person. @letsblinkit   #shameonyoublinkit   #boycottblinkit,2025-04-12T03:01:36.000Z,0,0,3,,False,,
1910966159806988696,https://x.com/jgbarmi/status/1910966159806988696,JASVEEN SINGH BARMI,@jgbarmi,"@letsblinkit  
Trying to order something. Nit able to do it and the worst part. No support from the support team",2025-04-12T08:00:11.000Z,0,0,3,,False,,
1910959585227137458,https://x.com/amiverma/status/1910959585227137458,Amit Verma,@amiverma,@letsblinkit  Can you please have someone connect me for a possible suspected scam done by your Delivery System. Dont have any customer support number to connect so writing here,2025-04-12T07:34:03.000Z,0,0,3,,False,,
1910971989600407566,https://x.com/sushesh_/status/1910971989600407566,sushesh singh,@sushesh_,@letsblinkit  kya irada h bhai?! Amazon wali same day delivery kar rahe ho kya? Cancel/refund ka option hi dedo order to deliver ni kr pa rahe!,2025-04-12T08:23:21.000Z,0,0,3,https://pbs.twimg.com/media/GoUi43sXAAAvcwr?format=jpg&name=small,False,,
1910619053061783876,https://x.com/SridharBurugula/status/1910619053061783876,Sridhar Burugula,@SridharBurugula,"@letsblinkit  my order C26774T250013091 status shows it was delivered, but items are not received. When contacted support executive, they said it was delivered at security gate, if items are not delivered at door step what is the use of BLINKIT. Your USP is joke",2025-04-11T09:00:54.000Z,0,0,6,,False,,
1910618201915818414,https://x.com/AltafAli54/status/1910618201915818414,Altaf Ali,@AltafAli54,@letsblinkit  how shall I order ? No payment methods available for my account,2025-04-11T08:57:31.000Z,0,0,4,https://pbs.twimg.com/media/GoPhIRAW8AAqmKY?format=jpg&name=900x900,False,,
1910587063214231695,https://x.com/Shubham84656916/status/1910587063214231695,Shubham,@Shubham84656916,"@letsblinkit  this kind of service blinkit provides to the customer order id ORD944207675,till time, not deliver product 10 mints to 1 hour no customer support delivery guy not responding",2025-04-11T06:53:47.000Z,0,0,6,https://pbs.twimg.com/media/GoPEzrRXoAA0sIf?format=jpg&name=small|https://pbs.twimg.com/media/GoPEzriWUAALbg6?format=jpg&name=small|https://pbs.twimg.com/media/GoPEzuCbkAApmjW?format=jpg&name=small|https://pbs.twimg.com/media/GoPEzv9WkAAaWxy?format=jpg&name=small,False,,
1910610722473574860,https://x.com/PiyushS2408/status/1910610722473574860,Piyush Sahni,@PiyushS2408,@letsblinkit   @blinkitcares   @zomatocare  Can you please work on your customer support. People literally come and go and no help at all. Multiple agents join and then move the conversation to others. Kindly assist else stop your service.,2025-04-11T08:27:48.000Z,1,0,4,https://pbs.twimg.com/media/GoPaUoeXoAELBo9?format=jpg&name=small|https://pbs.twimg.com/media/GoPaUocXgAAu-f0?format=jpg&name=small,False,,
1910607489755729932,https://x.com/Harshada_seema/status/1910607489755729932,Harshada Seema,@Harshada_seema,@letsblinkit  the worst customer service. They always disrespectful towards customers. Not gonna order again.  @SwiggyInstamart  you are the best!,2025-04-11T08:14:57.000Z,0,0,5,,False,,
1910781475135643790,https://x.com/depressed__dill/status/1910781475135643790,Aman,@depressed__dill,@blinkitcares   I didn’t know that you guys give false commitments regarding 24/7 delivery.  One agent said order is billed waiting for delivery partner to be assigned and another said the store was shut. Whom to believe? Real face of 24/7 delivery of  @letsblinkit,2025-04-11T19:46:18.000Z,0,0,3,https://pbs.twimg.com/media/GoR1nMvXoAA5r0c?format=jpg&name=small|https://pbs.twimg.com/media/GoR1nMaXkAEMIj-?format=jpg&name=small|https://pbs.twimg.com/media/GoR1nMZXIAAvI9N?format=jpg&name=small,False,,
1910528830139428888,https://x.com/itz_sriiman/status/1910528830139428888,𝘴𝘳𝘪𝘮𝘢𝘯 ~,@itz_sriiman,"Hey  @letsblinkit , Zomato is already serving our city, but we’re still waiting for Blinkit! When can we expect your services here?  #BringBlinkItHere",2025-04-11T03:02:23.000Z,0,0,3,,False,,
1911255051613458463,https://x.com/itz_sriiman/status/1911255051613458463,𝘴𝘳𝘪𝘮𝘢𝘯 ~,@itz_sriiman,"Hi  @letsblinkit , I haven’t received any request from your end previously regarding this concern. Could you please let me know what information you need from me?",2025-04-13T03:08:08.000Z,0,0,2,,False,,
1910585698484158618,https://x.com/marndi_gou46229/status/1910585698484158618,Gourav Krishna Marndi,@marndi_gou46229,"@letsblinkit  Do you know guys , blinkit cancelled my order , without informing me and going to refund it after 5 decades",2025-04-11T06:48:22.000Z,0,0,5,,False,,
1910777893312999862,https://x.com/AghaFarhat2/status/1910777893312999862,Agha Farhat,@AghaFarhat2,"@letsblinkit  why you guys doing your business if you don't know basic packing rules of any of the Ice cream item
Don't you know you must be putting ice pack inside the icecream
I received melted Ice cream and my money got wasted
Your chat support said we can't process ur request",2025-04-11T19:32:04.000Z,1,0,2,https://pbs.twimg.com/media/GoRyV-waYAAU8t7?format=jpg&name=small|https://pbs.twimg.com/media/GoRyWGMXAAAfaPu?format=jpg&name=small|https://pbs.twimg.com/media/GoRyWeAbYAAfvti?format=jpg&name=360x360|https://pbs.twimg.com/media/GoRyXBXWUAABh04?format=jpg&name=360x360,False,,
1910880154458468636,https://x.com/AghaFarhat2/status/1910880154458468636,Agha Farhat,@AghaFarhat2,@letsblinkit  can I expect closure of this ?  ? ? Or you guys are waiting to give written/ Online complaint submitting by my side to  @jagograhakjago,2025-04-12T02:18:25.000Z,0,1,2,,False,,
1910573750598115836,https://x.com/asthana24/status/1910573750598115836,Dr Lal Jee Asthana,@asthana24,@letsblinkit  Ordered yday. Materials never got delivered. No response. Money held up. False delivery report. Guys taking adv of the pre paid orders. Cheating.,2025-04-11T06:00:53.000Z,0,1,4,,False,,
1910977064116822196,https://x.com/karuna_saraswat/status/1910977064116822196,Karuna Saraswat,@karuna_saraswat,"@letsblinkit  I was placing an order where my money is deducted but the order is not placed. And there is no option shown in support for such queries. 

PLEASE HELP.",2025-04-12T08:43:30.000Z,1,0,4,,False,,
1910532490713870413,https://x.com/Raj006/status/1910532490713870413,Rajnish,@Raj006,"@letsblinkit  poor support from blinkit. They assigned an executive to respond and there is no response. Sorry state 
 #customerService 
 #CustomerExperience   #blinkit 
 #blinkitsupport",2025-04-11T03:16:56.000Z,0,0,4,https://pbs.twimg.com/media/GoOTLLEWEAA9kXs?format=jpg&name=900x900,False,,
1910448850306736599,https://x.com/This_is_aaditya/status/1910448850306736599,Adi,@This_is_aaditya,"I urge to  @letsblinkit  to start accepting cash on my pincode 201102 it's not possible to pay online 
I",2025-04-10T21:44:34.000Z,0,0,5,,False,,
1910428636458717395,https://x.com/ShankhaPost/status/1910428636458717395,Shankha Bagchi,@ShankhaPost,"@letsblinkit  I ordered a saree, and now you are saying it cannot be returned. What’s this non-sense.? Do you expect customers to get an idea of quality from mobile screen?",2025-04-10T20:24:15.000Z,1,0,4,,False,,
1910751304428748826,https://x.com/karunkanu/status/1910751304428748826,karun gupta,@karunkanu,@letsblinkit   my wife Oder  from Blinkit  and cassata empty box delever,2025-04-11T17:46:25.000Z,0,0,3,,False,,
